0	766
0	1101
1	1092
1	48
1	886
1	445
2	106
2	831
2	354
3	100
3	1390
3	118
3	888
4	371
4	366
4	464
4	118
5	433
5	290
5	1114
5	1301
6	246
6	414
6	775
6	1473
7	1117
7	316
7	430
8	100
8	735
8	998
8	1095
9	1260
9	1241
9	679
9	278
10	131
10	1449
10	432
10	1086
11	996
11	639
11	275
11	156
12	1473
12	1006
12	1264
12	1343
13	433
13	1067
13	844
13	1350
14	309
14	837
14	79
14	674
15	474
15	1497
15	1114
15	1187
16	593
16	100
16	1368
16	661
17	311
17	430
17	38
17	1069
18	262
18	216
18	1337
18	835
19	1528
19	195
19	824
19	195
20	1164
20	672
20	342
21	309
21	309
21	905
21	1536
22	1198
22	1246
22	1304
22	416
23	485
23	100
23	228
23	1486
23	1486
23	1033
23	1442
23	451
23	1026
23	1215
23	1521
23	640
23	1181
23	640
23	580
23	1180
23	414
23	1053
23	322
23	161
23	1099
23	1391
23	1168
23	46
23	1154
23	1194
23	1297
23	46
23	433
23	1072
23	98
23	161
23	825
23	177
23	664
24	1110
24	120
24	795
24	430
25	104
25	941
25	1449
25	548
26	1310
26	228
26	1355
26	562
27	538
27	668
27	299
28	1349
28	429
28	1106
28	201
29	991
29	278
29	443
29	264
30	88
30	429
30	1388
31	641
31	1093
31	635
31	864
32	17
32	1103
32	1196
32	281
33	576
33	707
33	1019
33	1010
34	1478
35	88
35	1228
35	1228
35	224
36	465
36	1099
37	80
37	888
37	519
37	988
38	736
38	411
38	657
38	1539
39	613
39	1518
39	1548
39	386
40	229
40	1291
40	366
40	1284
41	1347
41	316
41	1347
41	972
42	112
42	496
42	416
42	415
43	383
43	1019
43	274
43	1521
44	639
44	919
44	248
44	989
45	1179
45	611
45	1507
45	1105
46	362
46	82
46	136
46	988
47	1053
47	613
47	1027
48	661
48	1090
48	661
48	278
49	1031
49	351
49	103
49	311
50	147
50	1507
50	1208
50	1103
51	1180
51	1413
51	325
51	1413
52	308
52	1258
52	902
52	706
53	1296
53	87
53	888
53	979
54	761
54	639
54	953
54	61
55	54
55	921
55	42
55	526
56	55
56	742
56	55
56	1327
57	917
57	224
57	1500
57	560
58	32
58	736
58	76
58	76
59	905
59	1501
59	313
59	1230
60	467
60	1371
60	1093
60	641
61	1329
61	706
61	777
61	731
62	98
62	1019
62	317
62	298
63	688
63	476
63	1002
63	695
64	1275
64	517
64	526
64	276
65	510
65	1174
65	873
65	69
66	1294
66	1308
66	1095
66	773
67	1091
67	1533
67	1241
67	166
68	187
68	1307
68	1085
68	1031
69	1174
69	197
69	40
69	1180
70	197
70	80
70	321
70	1526
71	1215
71	656
71	191
71	1039
72	656
72	1449
72	104
72	724
73	1525
73	561
73	278
73	238
74	75
74	75
74	777
75	588
75	973
75	821
75	989
76	270
76	281
76	80
76	79
77	285
77	725
77	311
77	1435
78	1203
78	890
78	1194
78	1297
79	87
79	461
79	285
79	526
80	583
80	281
80	258
80	897
80	343
80	184
80	369
81	307
81	194
81	1406
81	1331
82	620
82	905
82	1281
82	187
83	187
83	246
83	102
83	526
84	526
84	1125
84	607
84	703
85	1212
85	825
85	991
85	1005
86	984
86	1437
86	574
86	548
86	153
86	972
86	151
86	1347
87	429
87	1207
87	1066
87	1069
88	636
88	206
88	1489
88	278
89	1093
89	942
89	1380
89	942
90	1205
90	1205
90	1205
91	538
91	901
91	835
92	1010
92	265
92	1022
92	1342
93	829
93	639
93	783
93	783
94	1137
94	924
94	1024
94	466
95	1052
95	1009
95	1284
95	1284
96	274
96	661
96	736
96	591
97	16
97	532
97	141
97	436
98	734
98	1072
98	999
99	456
99	132
99	1449
99	855
100	91
100	1246
100	82
100	157
101	88
101	1449
101	270
101	515
102	1009
102	6
102	1371
102	1019
103	228
103	1228
103	229
103	988
104	245
104	632
104	530
104	530
105	553
105	1263
105	498
105	1237
105	87
105	583
105	1293
105	875
105	80
105	1072
105	430
105	862
106	1208
106	415
106	1021
106	1346
107	1331
107	1331
107	649
108	1296
108	888
108	1497
108	888
109	1457
109	921
109	374
109	1449
110	1435
110	1332
110	1332
110	1332
111	1337
111	1227
111	1177
111	613
112	351
112	271
112	1229
112	342
113	1421
113	1352
113	1110
113	127
114	411
114	869
114	416
114	1504
115	465
115	1252
115	1013
115	690
116	1398
116	1029
